Frequency PickUp,Voltage PickUp,Pressure,Gear,RPM
184,40,56,30,245
146,48,78,26,278
100,23,43,3,147
246,9,56,28,101
196,29,27,37,101
0,3,0,36,3
272,46,9,23,281
84,43,92,44,211
115,39,31,44,207
60,23,68,31,131
72,18,11,19,96
223,9,32,33,5
210,37,49,26,99
131,28,57,42,147
292,46,8,25,132
279,29,49,50,73
125,1,9,22,152
125,19,6,5,229
125,5,89,31,298
144,20,70,26,194
180,15,83,46,116
265,26,69,1,122
247,17,86,6,81
273,7,99,19,133
101,18,49,4,128
275,18,61,0,222
124,40,54,7,56
211,38,91,43,150
279,18,18,28,257
288,20,88,40,186
103,9,68,38,92
79,29,100,17,58
76,41,51,10,269
278,16,5,46,296
299,39,71,35,180
263,15,76,46,65
115,1,31,20,182
90,30,5,34,126
186,30,92,23,173
65,4,44,2,67
53,44,73,0,266
156,19,54,37,245
223,25,92,7,93
88,29,43,45,272
1,3,35,32,84
248,18,51,11,108
48,47,8,27,35
178,19,0,1,118
158,14,39,6,118
61,20,91,36,59
63,16,90,10,146
235,40,32,5,144
295,15,71,39,224
117,48,41,21,38
292,1,49,50,30
174,31,84,4,250
56,15,80,17,210
255,40,36,4,61
98,22,6,18,127
16,39,87,24,85
177,38,24,24,171
189,35,71,31,64
300,11,22,31,59
70,6,1,11,293
269,10,97,4,21
242,31,81,47,172
255,10,27,3,19
111,24,47,21,70
270,41,98,48,177
202,38,32,42,173
177,46,25,30,193
121,38,20,35,166
22,19,50,9,148
155,14,29,23,195
294,10,30,43,165
49,0,50,48,275
147,20,33,24,234
55,35,47,17,45
89,16,95,14,276
225,9,64,28,273
106,42,0,22,26
16,6,49,16,113
58,26,63,35,85
267,43,91,18,156
188,18,39,28,185
120,18,82,20,270
151,11,48,34,207
13,49,8,33,73
286,32,37,32,239
188,44,56,46,254
19,20,90,31,185
70,10,44,36,85
39,49,93,10,32
167,3,75,7,254
113,9,87,27,82
201,32,36,39,26
185,44,84,38,260
180,3,27,46,254
58,48,69,30,41
223,37,54,10,55
62,29,60,17,244
158,9,42,48,221
58,31,98,1,291
93,4,2,40,63
126,47,1,5,184
272,31,36,25,185
6,24,41,27,228
121,15,46,4,252
36,35,65,11,178
294,3,43,37,132
19,20,65,22,174
112,24,24,21,268
75,14,61,35,98
121,0,17,17,111
30,47,87,15,35
2,41,19,31,175
194,48,31,37,133
233,50,98,2,51
196,8,85,47,275
234,32,53,34,194
239,15,81,7,160
96,40,82,16,4
100,50,78,17,119
13,39,19,39,214
17,47,14,13,288
224,10,34,3,171
112,27,27,29,231
134,17,89,47,210
137,7,98,49,275
88,26,53,12,245
231,4,92,14,211
55,29,31,39,258
232,47,5,19,157
158,7,92,35,58
13,40,37,13,67
10,36,95,31,217
266,36,77,11,180
265,30,58,8,71
51,10,32,0,17
16,19,69,31,262
280,42,93,44,191
55,30,72,38,35
178,49,53,23,139
20,12,9,48,26
132,22,66,33,154
218,21,55,1,219
56,34,76,39,254
83,43,68,43,25
79,42,31,40,6
210,20,100,44,10
140,1,88,38,117
74,5,22,11,42
222,41,66,33,81
268,43,71,2,152
234,11,26,17,107
176,32,93,2,226
112,18,33,11,116
16,47,91,33,11
74,7,0,48,280
285,35,100,49,72
27,16,64,31,229
166,48,38,22,242
17,9,22,5,277
134,17,20,41,182
66,1,48,7,163
294,26,65,16,132
8,15,65,8,221
293,9,35,9,48
59,24,13,36,203
285,29,98,27,145
294,26,44,2,94
97,35,35,26,287
69,0,35,26,88
83,27,84,43,258
128,18,34,29,182
97,17,46,47,116
273,5,43,19,12
118,27,32,26,139
60,26,43,43,78
239,46,55,45,292
66,2,42,49,209
85,31,27,26,178
165,16,65,11,48
260,3,79,44,232
161,29,98,14,195
20,15,58,25,40
86,50,2,41,27
254,34,89,10,216
287,1,99,39,68
235,4,8,50,206
45,33,56,24,215
251,30,70,35,164
273,34,100,7,118
58,3,81,2,223
69,2,74,43,215
31,13,9,22,288
228,19,33,19,262
193,20,8,45,146
113,8,48,0,287
282,16,11,16,248
179,41,83,27,100
119,20,89,20,105
45,15,55,5,144
252,46,33,10,262
113,8,24,9,195
15,25,42,49,275
151,13,77,16,240
81,45,10,5,180
31,18,99,2,144
223,4,77,34,272
195,15,67,7,223
270,20,61,5,143
138,13,56,5,107
186,49,42,36,187
193,45,62,48,100
153,28,63,9,286
127,31,61,39,183
27,50,74,12,251
42,15,22,41,227
279,21,13,6,154
59,6,94,8,3
76,14,88,28,54
60,24,0,0,144
85,47,1,13,230
195,35,65,35,239
144,45,81,28,249
235,21,52,34,44
23,12,98,46,289
57,22,100,47,3
153,40,60,6,15
242,31,56,4,54
88,22,42,12,163
250,10,86,8,138
215,5,1,18,102
156,9,12,46,109
208,29,9,46,206
80,19,88,5,95
252,41,79,0,203
288,34,83,15,176
198,18,46,7,278
91,20,18,30,264
45,43,80,39,30
192,49,45,4,274
224,0,61,31,90
180,15,14,17,102
101,44,14,24,247
198,49,33,20,208
239,41,83,2,0
297,16,8,34,38
97,25,75,14,92
99,16,26,39,48
143,23,25,21,156
165,30,86,33,169
65,12,39,9,297
234,43,71,23,295
179,3,54,28,222
147,5,41,2,71
76,27,16,8,240
154,10,76,19,162
173,29,6,34,49
31,28,66,22,11
123,6,98,36,72
243,6,75,34,280
236,18,7,28,140
269,49,30,5,64
67,23,54,10,269
219,21,59,0,157
136,41,28,3,34
9,30,22,10,183
284,19,43,44,251
297,16,53,23,140
57,24,70,7,173
15,19,99,49,68
198,48,20,45,267
228,27,52,11,54
291,46,27,32,34
19,32,41,37,34
288,29,72,17,237
112,25,34,7,273
10,38,18,44,138
177,14,34,34,270
185,34,4,29,193
64,33,25,7,179
296,22,29,49,163
199,11,87,23,289
19,20,46,34,280
200,24,0,44,74
109,30,41,49,57
208,27,29,44,100
127,19,4,16,43
235,15,25,19,25
12,25,14,8,187
22,7,41,20,148
268,13,54,11,194
279,28,82,37,99
89,26,96,42,66
206,8,3,42,115
42,9,77,30,89
149,32,79,26,295
275,37,10,26,72
102,5,23,32,173
147,42,50,21,114
162,43,57,38,232
64,39,93,33,73
28,44,51,41,188
221,39,84,0,273
11,18,6,31,218
132,27,54,14,157
164,33,21,30,194
147,44,70,26,174
212,28,35,13,141
245,12,35,37,61
148,16,85,24,188
54,15,74,17,262
145,21,30,13,143
237,15,51,28,12
104,26,9,24,223
183,14,78,25,234
214,20,90,44,42
251,20,59,4,60
181,10,26,18,153
207,17,82,29,66
161,20,78,42,251
103,6,72,36,194
38,36,19,6,282
168,8,56,14,34
194,45,14,25,294
194,46,80,5,123
53,36,69,19,190
68,38,9,12,116
70,6,81,46,110
261,11,14,37,89
133,3,5,30,147
124,2,53,42,166
254,27,89,10,225
143,42,54,33,84
183,12,8,26,280
55,48,91,14,113
265,44,45,17,73
276,3,91,31,186
21,1,17,44,209
228,48,56,16,271
212,37,57,34,235
205,40,19,3,49
232,11,29,12,255
44,11,65,31,79
57,7,50,15,132
231,17,49,23,158
228,25,55,38,51
149,26,19,49,237
9,26,46,24,49
127,7,81,46,152
265,23,3,12,284
245,44,81,9,59
118,41,91,36,131
129,14,92,23,262
181,40,0,5,194
141,24,29,35,233
176,24,71,40,192
216,4,78,31,278
72,47,96,42,12
148,39,18,3,126
47,46,41,50,188
172,41,98,41,298
282,35,82,23,75
274,41,58,18,107
105,27,96,19,149
142,33,16,8,258
249,37,49,26,248
101,31,15,11,94
264,32,57,21,99
9,28,87,5,300
229,25,92,33,250
40,50,86,50,223
115,7,69,22,112
206,43,0,24,131
115,37,73,20,208
152,38,16,36,77
126,45,72,0,131
211,7,25,21,87
168,37,2,24,80
95,8,35,0,251
26,6,76,42,215
49,3,39,8,18
83,3,4,0,12
15,39,52,40,14
228,0,91,9,50
18,31,89,42,278
159,24,14,49,161
155,6,91,47,145
223,2,61,22,57
265,23,84,1,94
18,41,7,46,119
284,18,73,34,231
123,43,87,30,214
275,33,1,3,70
18,37,39,42,214
263,21,60,23,271
12,39,25,24,52
255,45,76,27,72
215,7,62,24,281
296,2,14,24,34
260,25,19,8,65
165,15,48,9,286
282,17,55,32,12
172,10,25,44,30
17,11,70,29,270
265,25,83,10,148
110,40,17,17,167
292,50,84,50,283
269,34,11,7,107
246,6,57,43,102
84,38,45,43,184
175,27,38,29,91
161,21,0,6,76
28,43,34,24,28
174,27,45,25,6
164,14,10,21,118
253,19,13,6,264
241,40,17,18,120
202,33,6,31,136
88,24,22,17,288
27,4,97,35,104
0,21,72,9,40
179,37,8,39,158
124,46,21,44,98
138,1,39,26,274
18,14,71,12,22
8,8,27,33,99
54,5,83,14,189
121,49,18,49,84
59,7,76,4,210
236,32,93,15,43
53,16,2,42,192
168,13,42,22,154
116,28,58,13,150
271,13,41,13,259
180,31,1,13,201
262,40,51,26,106
21,42,50,43,255
72,41,96,5,168
276,38,65,4,127
130,18,85,44,47
233,43,98,18,239
265,4,8,42,276
240,44,47,38,107
134,46,36,40,70
268,12,5,32,61
115,47,34,49,288
257,32,8,22,52
242,17,6,28,123
176,25,68,22,152
108,23,92,41,61
116,13,70,15,92
277,44,42,27,73
130,49,10,12,36
55,30,46,0,43
89,22,7,28,15
152,29,47,7,77
243,3,66,24,208
106,30,58,45,128
86,29,89,24,293
241,36,37,45,161
62,28,93,46,179
248,30,68,8,120
14,22,91,36,84
210,4,84,48,69
72,24,75,39,87
233,33,70,14,224
33,49,89,43,235
300,10,59,22,130
206,2,51,43,160
287,28,15,43,179
234,7,74,41,26
275,16,72,35,82
4,0,17,6,261
136,23,28,50,86
196,21,52,8,162
66,34,73,8,110
166,21,69,4,209
194,39,39,25,198
47,16,98,34,134
208,49,68,42,105
129,10,35,48,190
9,22,92,7,46
208,48,5,41,54
199,0,87,21,11
159,25,98,5,57
37,33,51,32,68
132,39,65,37,187
203,11,69,33,59
59,21,35,31,128
231,26,95,31,159
279,31,15,19,225
94,20,79,1,219
75,26,15,20,135
230,6,27,26,109
16,24,24,38,12
93,13,11,33,234
2,20,7,42,177
49,48,89,48,80
12,49,93,24,24
196,22,61,41,252
117,47,91,42,158
85,0,61,43,245
221,33,35,31,289
40,50,46,20,194
109,2,63,2,265
18,37,62,19,139
100,23,28,44,266
57,2,87,42,42
87,25,32,50,151
272,42,16,41,28
254,10,96,20,286
214,49,52,19,176
197,38,90,20,164
108,6,36,13,30
4,21,64,39,95
295,27,2,13,300
161,6,2,9,67
211,10,81,4,283
154,36,39,10,159
86,36,28,37,50
207,6,58,31,279
65,42,28,3,49
225,7,14,40,167
68,47,60,12,58
87,27,61,4,112
235,38,31,11,169
131,16,80,44,143
193,47,98,0,246
272,0,27,39,131
200,6,57,38,57
11,10,89,4,245
94,29,38,28,87
16,30,92,28,188
84,29,69,31,190
279,15,82,33,67
100,46,10,44,20
20,2,55,13,23
32,33,16,31,180
109,25,14,24,83
237,23,98,43,213
94,17,17,13,162
138,50,82,45,93
4,26,29,28,212
121,17,56,5,272
119,13,9,35,8
286,35,44,10,239
85,30,19,40,220
144,12,71,37,190
110,21,68,15,291
155,9,27,31,216
11,45,50,11,53
53,15,50,26,147
268,6,3,23,213
156,22,36,4,185
171,37,26,34,286
8,4,22,41,30
34,38,26,1,61
6,21,27,4,205
118,31,39,34,152
165,40,25,18,163
74,46,49,44,268
22,21,26,8,139
190,24,57,36,253
39,25,98,46,178
54,0,9,25,45
181,27,26,16,122
103,43,60,34,127
184,48,5,7,215
123,39,58,29,88
257,2,91,47,123
157,22,100,22,162
250,45,19,36,235
10,29,38,37,48
123,22,92,6,70
196,40,100,8,35
133,22,95,22,19
4,21,22,4,158
29,33,11,8,203
184,12,43,10,16
199,3,44,37,97
189,5,24,0,67
287,48,36,1,275
245,19,6,45,74
189,20,72,43,217
263,17,57,4,235
293,43,96,31,67
125,6,30,2,31
111,17,88,6,68
40,5,85,29,206
195,26,82,14,169
300,48,70,14,145
169,29,91,25,195
224,24,100,31,26
34,32,9,6,80
220,22,79,24,75
4,34,4,27,217
280,43,61,37,0
32,41,12,34,178
166,4,18,17,115
190,4,6,35,41
230,29,6,26,266
45,18,24,13,241
210,48,62,32,256
87,49,67,41,109
249,39,91,11,165
236,10,50,36,169
175,31,16,17,84
96,46,94,38,136
229,36,1,17,296
265,33,60,15,260
5,10,53,26,181
30,28,44,31,108
143,27,62,38,134
171,10,82,37,114
174,39,56,46,187
146,50,70,27,77
82,17,54,22,188
248,3,82,43,284
52,11,13,25,133
80,8,22,31,21
63,33,57,14,68
220,9,36,18,187
193,45,93,3,224
68,8,42,30,84
23,9,25,31,44
255,28,7,33,94
102,41,74,31,286
20,11,92,45,76
62,13,88,15,258
125,34,35,20,217
199,4,98,14,16
147,22,65,22,264
114,26,81,40,229
189,44,82,1,282
99,1,50,48,284
284,43,40,32,81
260,36,55,23,300
52,26,68,49,78
271,33,13,38,184
173,45,28,3,165
39,43,32,33,78
116,16,59,38,178
43,16,40,46,214
266,22,72,34,8
173,40,99,10,29
40,10,74,39,61
174,42,25,37,265
131,4,17,37,21
83,18,58,40,273
132,40,5,31,143
90,50,96,6,55
141,12,10,21,171
271,45,6,40,198
283,10,43,9,237
147,41,84,44,183
276,44,91,43,25
199,35,55,28,197
214,7,38,8,24
22,8,46,18,139
232,46,25,25,51
127,50,100,14,166
59,42,62,36,251
253,41,19,47,120
28,28,97,2,252
53,6,92,47,120
8,19,56,31,172
70,30,2,47,229
18,37,88,2,271
117,9,34,3,175
21,35,89,14,1
189,7,0,32,63
224,45,22,32,200
250,25,89,16,217
200,38,73,22,187
141,26,34,40,169
203,10,56,45,31
203,50,42,5,233
298,28,40,12,191
7,2,9,10,195
106,20,5,26,208
221,37,68,8,162
205,43,3,16,5
180,22,46,18,189
298,11,54,6,39
92,26,87,50,18
203,25,27,17,250
157,37,26,4,93
273,15,7,31,104
104,39,41,26,136
242,22,86,5,117
1,4,98,26,214
244,15,36,40,285
280,19,13,5,56
40,32,93,3,155
66,47,72,13,59
175,20,80,48,125
98,14,1,41,110
104,15,33,36,230
251,40,12,6,246
290,35,63,6,159
105,33,71,26,221
118,3,10,28,173
60,34,71,2,11
210,49,30,4,185
205,11,48,10,246
188,4,37,15,28
249,18,79,25,1
84,47,45,13,124
61,38,60,40,210
105,38,71,40,152
292,36,19,41,44
266,14,60,20,134
15,32,92,6,81
192,25,38,11,105
120,47,64,18,264
242,26,55,28,25
218,46,48,20,46
52,50,65,14,265
74,40,70,32,69
6,27,69,9,66
180,48,37,10,81
7,10,6,37,151
102,46,68,16,159
152,18,15,24,84
186,27,73,30,73
90,18,52,5,243
52,26,27,2,248
189,7,8,13,139
87,17,97,7,186
262,25,45,30,87
181,46,26,22,49
238,10,55,43,166
88,30,96,38,185
8,0,43,8,109
269,9,95,39,77
32,2,67,25,264
94,10,56,39,228
225,45,68,14,68
47,33,3,7,38
256,36,92,8,15
48,25,50,16,17
21,26,69,34,38
168,46,40,39,239
38,6,89,31,76
33,1,15,30,176
100,42,98,32,76
35,1,30,30,204
232,4,86,20,289
268,25,19,20,151
125,42,85,46,256
278,26,9,42,128
220,41,0,2,175
50,2,97,4,168
294,5,20,16,244
74,15,49,47,175
63,44,84,5,122
54,23,77,8,238
283,29,54,36,119
292,20,1,0,193
74,33,6,6,164
274,10,51,39,298
294,16,93,1,263
115,37,26,28,209
12,38,72,16,35
54,15,85,50,0
220,23,60,2,57
299,10,11,49,61
101,14,29,38,265
279,19,60,45,277
17,42,52,3,67
223,7,33,0,175
141,47,70,44,257
121,49,45,4,271
140,18,76,42,228
296,10,78,26,143
165,37,29,17,57
181,6,33,41,106
164,1,66,6,8
76,30,6,35,93
239,29,36,41,282
116,37,18,4,174
299,36,8,10,295
41,31,35,22,41
104,48,52,18,167
264,8,46,14,17
0,23,9,14,109
24,27,82,38,209
72,15,76,16,219
95,1,11,13,135
64,18,25,32,21
83,40,30,4,248
181,26,55,39,91
83,25,39,19,17
223,44,65,3,47
213,11,21,33,200
212,48,46,18,112
216,13,86,26,69
133,41,34,4,185
4,3,91,42,278
6,45,64,42,219
110,1,23,9,49
128,32,19,14,74
169,35,41,5,230
87,44,2,38,248
291,40,33,29,241
179,35,12,30,273
83,14,73,31,97
277,2,22,10,230
40,26,50,46,26
296,36,48,36,108
286,37,57,31,101
96,44,96,42,187
109,42,66,27,297
300,19,18,48,281
288,36,64,50,275
277,37,74,1,247
117,45,14,21,295
32,15,72,40,221
82,20,7,15,191
100,44,53,46,106
183,50,39,10,153
153,29,97,16,112
89,45,60,42,162
117,50,0,21,116
119,4,85,31,187
82,28,82,27,251
41,21,15,31,100
149,49,71,19,242
156,9,78,33,297
97,44,19,22,134
146,29,76,19,57
96,26,11,19,177
134,27,42,47,110
83,49,81,7,135
290,3,10,46,25
241,21,83,6,268
223,11,31,46,300
32,45,99,31,221
126,10,59,20,8
114,49,4,38,247
140,24,58,36,240
282,31,25,22,200
233,30,16,21,103
299,13,67,30,162
23,4,22,10,118
267,23,57,10,38
155,45,30,19,139
268,21,87,49,40
198,30,45,23,107
33,40,10,27,165
225,5,27,27,119
173,11,95,0,115
216,11,61,46,61
142,29,63,40,171
81,33,54,28,214
177,49,46,27,155
296,19,86,44,143
230,13,36,40,184
216,34,75,26,121
33,27,61,46,252
268,43,68,32,21
4,11,33,2,238
73,41,6,13,143
210,49,28,19,231
142,34,27,7,294
166,20,17,24,162
211,47,75,32,112
42,44,72,4,172
40,45,13,5,83
127,35,18,24,12
261,33,7,50,11
204,40,82,42,90
178,21,32,30,46
268,15,61,40,168
144,32,44,30,110
251,28,66,20,70
21,32,37,20,100
299,44,89,22,179
205,25,48,11,108
193,44,26,42,80
190,37,32,19,293
235,17,88,28,47
150,5,91,39,111
168,26,52,47,156
58,39,83,1,171
214,14,70,24,71
154,27,13,21,188
249,36,91,24,119
263,15,54,8,191
241,44,74,1,236
221,8,85,4,290
83,43,35,38,165
125,27,35,20,241
150,14,74,11,29
267,36,12,33,278
21,48,33,0,260
80,22,40,34,235
91,10,70,14,91
242,31,11,14,11
197,33,49,26,263
60,46,62,17,130
126,11,28,3,191
264,11,69,35,255
40,0,26,49,5
211,2,66,9,296
27,45,86,14,210
80,44,49,4,66
10,38,4,50,177
221,45,54,14,10
297,35,90,3,271
148,16,55,38,280
266,38,7,17,59
246,24,2,26,112
117,38,67,31,229
55,25,84,6,161
193,25,18,42,244
295,38,74,37,103
47,46,0,16,130
166,0,91,38,97
198,40,74,21,224
52,9,12,29,196
18,29,72,19,119
202,15,4,3,187
113,46,20,32,27
207,37,92,9,69
251,39,68,21,45
199,25,80,42,38
22,36,80,11,256
297,31,8,37,204
197,0,13,22,214
86,41,20,29,253
88,22,66,41,40
150,4,88,16,108
30,40,46,24,230
143,46,43,7,82
67,30,82,33,261
259,27,99,50,45
82,46,34,8,275
93,19,53,0,108
13,19,57,46,66
150,42,52,18,195
200,35,0,44,166
186,7,3,19,98
122,23,46,14,32
21,32,44,2,259
300,50,20,32,241
246,30,56,2,253
276,4,84,4,82
129,30,66,17,153
254,14,96,48,286
276,27,42,35,49
169,7,91,32,262
277,44,23,16,105
27,5,39,5,132
188,34,44,30,39
283,0,90,11,98
52,3,81,22,230
181,1,34,11,292
102,38,43,6,277
217,29,5,49,89
75,16,27,43,243
59,38,58,43,46
35,20,50,29,115
59,21,47,6,176
111,12,54,10,151
8,36,96,46,64
155,9,66,38,233
202,31,81,27,156
113,22,43,11,234
84,41,92,11,52
120,13,100,32,31
31,14,9,26,141
168,27,66,22,224
36,19,33,18,190
82,14,10,24,263
252,43,13,35,62
287,25,65,0,81
82,38,80,23,183
4,36,46,17,240
186,2,60,14,87
177,41,66,39,214
298,37,94,33,200
161,34,38,16,208
166,17,61,22,40
170,47,66,7,226
99,41,67,6,32
88,0,84,35,245
247,29,10,19,270
253,24,5,13,2
256,22,9,35,144
114,33,83,44,263
67,37,97,32,93
265,10,35,25,64
175,17,69,15,83
93,14,8,13,300
259,14,54,30,262
284,24,98,32,278
261,36,44,26,28
300,1,71,48,21
260,48,41,28,9
156,48,89,30,19
135,29,89,18,209
69,34,100,22,138
15,11,99,2,192
144,19,60,34,133
133,26,58,6,148
154,21,56,14,26
290,40,90,41,183
237,32,11,17,17
97,46,86,48,38
265,15,52,49,280
9,31,71,21,70
18,1,99,19,177
144,15,42,37,292
124,18,51,4,139
205,24,43,42,100
83,45,62,41,183
13,21,48,23,30
291,20,100,22,280
113,43,14,21,104
123,23,48,16,143
292,15,95,30,283
148,3,88,43,62
156,38,49,47,104
300,4,97,3,170
148,30,22,46,279
59,42,99,9,299
128,31,100,36,206
191,35,7,25,187
282,29,39,22,153
117,31,10,29,220
189,41,17,27,107
198,39,52,50,287
34,21,48,25,142
284,30,22,17,33
92,44,68,39,278
161,30,97,42,168
251,36,57,2,54
88,28,41,32,208
136,1,67,40,18
45,6,89,35,75
231,14,18,35,222
128,8,84,34,164
92,18,0,25,132
162,26,7,46,170
254,31,53,39,147
202,39,47,17,225
80,15,71,1,77
69,47,67,31,37
77,46,87,34,225
252,30,9,19,84
37,5,48,39,94
3,5,52,45,101
167,45,73,13,180
74,46,91,9,214
93,22,76,5,61
72,4,35,21,294
273,34,26,37,50
61,44,15,22,133
123,17,74,0,224
70,49,66,16,105
39,42,36,34,272
218,36,72,9,158
174,16,49,23,248
105,8,79,22,223
163,40,53,18,286
264,20,68,29,178
14,46,64,21,38
149,46,93,50,188
61,7,39,37,242
126,2,35,39,166
75,29,5,32,74
26,47,14,48,220
47,48,65,45,143
237,10,23,30,64
230,21,37,28,117
184,43,32,35,7
56,48,40,4,31
207,45,27,37,282
116,16,51,47,231
184,31,7,44,280
158,25,94,39,32
19,10,83,2,176
167,20,90,3,90
24,21,70,23,109
201,44,91,45,227
267,47,6,42,30
196,3,45,41,17
174,13,71,50,201
92,12,17,18,116
274,31,5,6,8
5,18,87,6,99
169,45,27,40,298
270,16,30,41,280
266,29,20,46,47
298,45,55,30,277
187,29,58,8,147
212,47,0,48,160
118,33,71,41,228
203,32,38,7,83
181,47,100,21,35
147,13,83,0,251
251,14,84,17,204
203,41,29,12,62
105,2,72,46,268
275,31,42,39,256
177,20,97,43,40
133,29,81,10,110
68,34,67,19,182
96,14,17,13,225
107,5,42,36,269
52,0,76,22,285
82,39,11,11,263
120,36,93,13,11
182,28,76,34,101
273,26,96,45,218
192,38,90,34,219
192,39,1,23,171
283,2,19,5,74
245,31,34,16,50
42,29,1,29,237
83,19,91,47,80
174,26,19,45,139
276,23,33,47,21
119,26,80,17,61
211,3,65,44,199
235,0,78,16,250
181,5,25,8,184
220,22,47,42,120
219,27,22,6,42
255,21,61,38,60
111,20,59,50,134
65,26,55,43,227
47,37,67,24,264
123,43,99,43,11
134,33,29,25,124
222,24,89,21,107
71,24,55,41,187
27,36,55,26,94
8,20,95,9,75
274,44,55,25,292
297,33,5,34,112
176,30,76,47,113
65,50,79,35,138
54,6,42,45,33
230,21,17,35,279
123,18,97,17,227
50,38,20,43,243
53,40,2,22,231
217,22,52,38,294
275,27,37,19,192
16,6,23,35,278
82,28,45,0,90
259,3,37,42,97
8,17,74,1,40
189,16,26,11,41
77,18,39,31,159
94,42,12,6,246
186,4,65,13,105
105,38,70,4,167
141,29,29,12,161
91,31,8,39,289
236,20,21,32,132
289,10,58,36,209
195,50,11,2,88
58,35,44,35,180
118,37,89,46,56
57,19,37,3,149
207,50,46,1,155
196,48,61,46,137
255,40,16,32,106
189,13,6,27,4
131,11,47,10,259
7,15,98,16,34
24,27,63,23,194
212,38,69,20,285
280,30,14,26,256
7,13,5,35,146
250,2,99,40,260
245,14,79,1,289
178,40,80,33,235
299,18,30,50,257
120,3,65,37,250
8,10,83,32,40
194,34,38,4,111
27,30,81,19,217
291,7,21,16,257
177,26,22,0,204
3,44,24,25,235
83,11,28,19,188
194,1,27,44,36
25,19,61,26,173
9,12,25,36,43
116,6,66,15,178
17,10,91,20,173
201,34,4,50,62
238,10,31,12,181
22,0,49,25,48
126,13,79,5,110
219,10,31,47,217
76,23,49,38,95
22,34,43,33,232
195,36,27,33,234
159,6,21,8,135
229,35,56,6,116
244,13,20,31,10
225,1,71,22,196
181,31,54,49,21
99,6,52,10,201
175,30,83,8,18
36,3,82,39,254
207,24,58,25,141
98,44,53,46,12
288,26,58,35,179
254,21,19,41,34
72,18,66,12,251
2,27,78,3,151
266,24,53,0,242
54,29,81,38,91
136,34,45,29,295
10,20,71,29,267
299,28,35,22,32
63,8,63,38,286
179,1,17,15,116
143,49,5,43,84
163,18,59,48,40
231,19,1,31,202
186,33,20,48,65
82,30,43,36,263
293,35,38,7,158
214,36,3,10,21
215,11,52,10,178
260,24,29,43,157
76,20,23,7,241
161,24,63,44,297
93,42,67,28,175
39,34,77,34,21
240,43,53,19,211
82,38,11,38,191
157,13,23,41,153
232,44,71,42,125
209,3,82,6,164
279,10,53,28,130
131,41,31,17,256
122,36,13,30,169
67,8,16,49,233
184,28,37,45,212
11,1,14,24,23
94,16,94,17,300
82,18,52,29,29
140,10,45,0,189
149,15,52,5,267
130,50,88,14,257
144,46,37,48,205
215,5,15,7,213
9,50,9,15,16
125,28,19,11,262
224,31,10,32,182
84,47,28,28,195
263,8,72,18,133
221,33,67,19,186
201,2,18,30,123
111,44,24,10,230
219,10,78,20,116
265,3,71,49,122
222,12,97,28,275
250,21,97,37,24
46,41,71,38,218
268,14,40,10,69
0,26,60,44,171
186,4,12,46,266
114,5,19,44,46
214,46,80,48,180
168,50,39,49,3
39,6,16,25,85
259,26,76,0,40
101,15,0,24,48
212,24,4,15,216
105,0,57,37,238
158,31,71,42,106
39,3,33,48,40
241,29,46,36,13
152,41,60,6,58
136,29,62,28,7
206,28,64,13,202
70,7,78,38,144
113,45,27,35,238
91,2,83,26,243
200,26,2,6,246
25,50,35,3,120
265,5,27,11,65
265,17,31,6,209
208,15,88,49,277
220,14,34,19,9
213,28,69,23,30
293,13,61,7,30
4,29,9,27,96
13,28,35,6,33
270,1,44,14,167
50,50,70,32,146
155,31,4,9,135
19,40,97,21,75
79,36,88,37,157
27,8,24,0,252
277,17,64,11,179
256,8,48,49,28
293,8,27,35,80
127,12,58,36,134
213,23,82,19,211
13,26,4,4,200
91,8,54,20,53
106,50,61,9,171
177,20,37,0,120
201,33,5,11,266
173,22,39,24,40
224,30,97,39,203
70,43,69,46,101
9,22,50,4,264
110,10,92,42,295
168,10,60,30,55
262,21,73,26,33
275,38,97,44,234
166,39,91,19,298
182,29,28,19,212
126,45,36,49,171
2,28,32,26,259
278,16,74,15,121
122,16,51,9,185
203,39,41,24,260
217,40,81,32,24
228,23,30,24,112
182,13,99,30,78
193,22,48,38,30
184,30,65,41,15
36,29,12,6,256
246,49,73,5,249
270,16,69,29,263
113,40,77,47,109
53,50,2,2,62
197,24,45,44,244
239,36,61,23,171
284,33,84,7,47
179,10,90,50,15
43,29,71,25,174
56,39,87,18,112
19,48,13,25,254
284,35,58,49,88
188,11,51,33,161
225,42,85,21,80
268,40,63,3,1
28,11,10,49,171
40,21,43,2,265
5,1,17,16,81
295,20,48,7,10
222,22,94,9,251
151,19,49,14,290
10,13,39,32,181
25,44,11,0,284
277,25,9,28,197
2,13,11,28,106
277,27,21,0,144
282,4,31,49,240
26,10,19,25,29
8,49,12,25,221
177,10,83,14,162
84,34,46,48,27
46,42,97,43,204
137,49,87,44,69
29,43,34,33,27
34,28,11,48,240
103,42,36,35,155
258,20,30,21,187
177,8,5,22,147
250,7,91,4,205
186,14,100,34,137
289,11,78,50,244
233,50,4,26,299
111,15,88,47,152
224,45,67,39,299
272,26,61,8,140
226,2,63,30,98
213,47,96,34,177
15,27,97,44,242
230,36,26,38,227
146,46,80,45,138
92,25,26,5,232
71,35,95,43,63
209,18,92,22,56
274,43,13,25,220
62,9,42,22,197
25,49,85,15,127
155,8,83,45,216
298,5,69,41,20
